localization_event_id,array,aru_filename,event_timestamp,aru_file_center_time,bird_position_x,bird_position_y,distance_to_mic_m,nearest_recorder,aiid_label_sl,notes_sl,aiid_label_cc,notes_cc,song_based_label,final_label,data_split,clip_name,folder,rel_path,song_center_time,ovenbird_cluster_labels,baseline_resnet18_cluster_labels,hawkears_cluster_labels,birdnet_cluster_labels
SBT-6-76_oven_0059,SBT-6-76,SBT-6-76-40_0+1_1_20160621_080000.wav,2016-06-21 08:10:03-06:00,604.6,308.0219944,94.40395049,16.26817589,FALSE,31,,1,,1,1,test,0010_oven01.mp3,oven01,audio/SBT-6-76/oven01/0010_oven01.mp3,5,26,21,17,26
SBT-6-76_oven_0059,SBT-6-76,SBT-6-76-44_0+1_0_20160621_080000.wav,2016-06-21 08:10:03-06:00,604.6,308.0219944,94.40395049,56.51786639,FALSE,31,,1,,1,1,test,0011_oven01.mp3,oven01,audio/SBT-6-76/oven01/0011_oven01.mp3,5,26,21,16,26
SBT-6-76_oven_0059,SBT-6-76,SBT-6-76-34_0+1_0_20160621_080000.wav,2016-06-21 08:10:03-06:00,604.6,308.0219944,94.40395049,31.23641575,FALSE,31,,1,,1,1,test,0012_oven01.mp3,oven01,audio/SBT-6-76/oven01/0012_oven01.mp3,5,26,21,16,26
SBT-6-76_oven_0059,SBT-6-76,SBT-6-76-45_0+1_1_20160621_080000.wav,2016-06-21 08:10:03-06:00,604.6,308.0219944,94.40395049,56.39945528,FALSE,31,,1,,1,1,test,0013_oven01.mp3,oven01,audio/SBT-6-76/oven01/0013_oven01.mp3,5,26,21,16,26
SBT-6-76_oven_0059,SBT-6-76,SBT-6-76-39_0+1_0_20160621_080000.wav,2016-06-21 08:10:03-06:00,604.6,308.0219944,94.40395049,32.8708125,FALSE,31,,1,,1,1,test,0014_oven01.mp3,oven01,audio/SBT-6-76/oven01/0014_oven01.mp3,5,26,21,16,26
SBT-6-76_oven_0059,SBT-6-76,SBT-6-76-35_0+1_1_20160621_080000.wav,2016-06-21 08:10:03-06:00,604.6,308.0219944,94.40395049,15.56153887,TRUE,31,,1,,1,1,test,0015_oven01.mp3,oven01,audio/SBT-6-76/oven01/0015_oven01.mp3,5,26,21,16,26
SBT-6-76_oven_0061,SBT-6-76,SBT-6-76-24_0+1_1_20160621_080000.wav,2016-06-21 08:10:39-06:00,641.4,138.9599977,-13.38747833,36.43940138,FALSE,32,,2,,2,2,test,0016_oven02.mp3,oven02,audio/SBT-6-76/oven02/0016_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0061,SBT-6-76,SBT-6-76-25_0+1_0_20160621_080000.wav,2016-06-21 08:10:39-06:00,641.4,138.9599977,-13.38747833,15.38596225,TRUE,32,,2,,2,2,test,0017_oven02.mp3,oven02,audio/SBT-6-76/oven02/0017_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0061,SBT-6-76,SBT-6-76-18_0+1_0_20160621_080000.wav,2016-06-21 08:10:39-06:00,641.4,138.9599977,-13.38747833,83.85981787,FALSE,32,,2,,2,2,test,0018_oven02.mp3,oven02,audio/SBT-6-76/oven02/0018_oven02.mp3,5,25,21,16,26
SBT-6-76_oven_0061,SBT-6-76,SBT-6-76-23_0+1_0_20160621_080000.wav,2016-06-21 08:10:39-06:00,641.4,138.9599977,-13.38747833,65.58967861,FALSE,32,,2,,2,2,test,0019_oven02.mp3,oven02,audio/SBT-6-76/oven02/0019_oven02.mp3,5,25,21,16,26
SBT-6-76_oven_0061,SBT-6-76,SBT-6-76-20_0+1_0_20160621_080000.wav,2016-06-21 08:10:39-06:00,641.4,138.9599977,-13.38747833,65.87228416,FALSE,32,,2,,2,2,test,0020_oven02.mp3,oven02,audio/SBT-6-76/oven02/0020_oven02.mp3,5,27,21,18,26
SBT-6-76_oven_0093,SBT-6-76,SBT-6-76-5_0+1_0_20160622_050000.wav,2016-06-22 05:03:51-06:00,231,149.8802736,113.873733,30.69381634,FALSE,32,,3,,3,3,test,0021_oven03.mp3,oven03,audio/SBT-6-76/oven03/0021_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0093,SBT-6-76,SBT-6-76-9_0+1_1_20160622_050000.wav,2016-06-22 05:03:51-06:00,231,149.8802736,113.873733,34.50587278,FALSE,32,,3,,3,3,test,0022_oven03.mp3,oven03,audio/SBT-6-76/oven03/0022_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0093,SBT-6-76,SBT-6-76-10_0+1_0_20160622_050000.wav,2016-06-22 05:03:51-06:00,231,149.8802736,113.873733,4.577650416,TRUE,32,,3,,3,3,test,0023_oven03.mp3,oven03,audio/SBT-6-76/oven03/0023_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0093,SBT-6-76,SBT-6-76-26_0+1_1_20160622_050000.wav,2016-06-22 05:03:51-06:00,231,149.8802736,113.873733,41.84964096,FALSE,32,,3,,3,3,test,0024_oven03.mp3,oven03,audio/SBT-6-76/oven03/0024_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0093,SBT-6-76,SBT-6-76-31_0+1_1_20160622_050000.wav,2016-06-22 05:03:51-06:00,231,149.8802736,113.873733,32.24541433,FALSE,32,,3,,3,3,test,0025_oven03.mp3,oven03,audio/SBT-6-76/oven03/0025_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0114,SBT-6-76,SBT-6-76-15_0+1_0_20160622_050000.wav,2016-06-22 05:09:36-06:00,578.8,150.3228187,99.16402343,21.24100921,FALSE,32,,3,,3,3,test,0026_oven03.mp3,oven03,audio/SBT-6-76/oven03/0026_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0114,SBT-6-76,SBT-6-76-9_0+1_1_20160622_050000.wav,2016-06-22 05:09:36-06:00,578.8,150.3228187,99.16402343,37.88579445,FALSE,32,,3,,3,3,test,0027_oven03.mp3,oven03,audio/SBT-6-76/oven03/0027_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0114,SBT-6-76,SBT-6-76-10_0+1_0_20160622_050000.wav,2016-06-22 05:09:36-06:00,578.8,150.3228187,99.16402343,12.71039328,TRUE,32,,3,,3,3,test,0028_oven03.mp3,oven03,audio/SBT-6-76/oven03/0028_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0114,SBT-6-76,SBT-6-76-31_0+1_1_20160622_050000.wav,2016-06-22 05:09:36-06:00,578.8,150.3228187,99.16402343,35.09711099,FALSE,32,,3,,3,3,test,0029_oven03.mp3,oven03,audio/SBT-6-76/oven03/0029_oven03.mp3,5,28,22,18,26
SBT-6-76_oven_0114,SBT-6-76,SBT-6-76-36_0+1_1_20160622_050000.wav,2016-06-22 05:09:36-06:00,578.8,150.3228187,99.16402343,39.73485736,FALSE,32,,3,,3,3,test,0030_oven03.mp3,oven03,audio/SBT-6-76/oven03/0030_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0125,SBT-6-76,SBT-6-76-15_0+1_0_20160622_050000.wav,2016-06-22 05:14:36-06:00,878,150.319226,99.17401999,21.25050764,FALSE,32,,3,,3,3,test,0031_oven03.mp3,oven03,audio/SBT-6-76/oven03/0031_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0125,SBT-6-76,SBT-6-76-9_0+1_1_20160622_050000.wav,2016-06-22 05:14:36-06:00,878,150.319226,99.17401999,37.87862168,FALSE,32,,3,,3,3,test,0032_oven03.mp3,oven03,audio/SBT-6-76/oven03/0032_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0125,SBT-6-76,SBT-6-76-10_0+1_0_20160622_050000.wav,2016-06-22 05:14:36-06:00,878,150.319226,99.17401999,12.69977163,TRUE,32,,3,,3,3,test,0033_oven03.mp3,oven03,audio/SBT-6-76/oven03/0033_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0125,SBT-6-76,SBT-6-76-31_0+1_1_20160622_050000.wav,2016-06-22 05:14:36-06:00,878,150.319226,99.17401999,35.09613948,FALSE,32,,3,,3,3,test,0034_oven03.mp3,oven03,audio/SBT-6-76/oven03/0034_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0125,SBT-6-76,SBT-6-76-36_0+1_1_20160622_050000.wav,2016-06-22 05:14:36-06:00,878,150.319226,99.17401999,39.74382263,FALSE,32,,3,,3,3,test,0035_oven03.mp3,oven03,audio/SBT-6-76/oven03/0035_oven03.mp3,5,28,22,18,28
SBT-6-76_oven_0134,SBT-6-76,SBT-6-76-15_0+1_0_20160622_050000.wav,2016-06-22 05:17:15-06:00,1038,150.3017824,99.18561323,21.25995473,FALSE,32,,3,,3,3,test,0036_oven03.mp3,oven03,audio/SBT-6-76/oven03/0036_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0134,SBT-6-76,SBT-6-76-9_0+1_1_20160622_050000.wav,2016-06-22 05:17:15-06:00,1038,150.3017824,99.18561323,37.85805565,FALSE,32,,3,,3,3,test,0037_oven03.mp3,oven03,audio/SBT-6-76/oven03/0037_oven03.mp3,5,28,22,17,26
SBT-6-76_oven_0134,SBT-6-76,SBT-6-76-10_0+1_0_20160622_050000.wav,2016-06-22 05:17:15-06:00,1038,150.3017824,99.18561323,12.68313148,TRUE,32,,3,,3,3,test,0038_oven03.mp3,oven03,audio/SBT-6-76/oven03/0038_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0134,SBT-6-76,SBT-6-76-31_0+1_1_20160622_050000.wav,2016-06-22 05:17:15-06:00,1038,150.3017824,99.18561323,35.10705173,FALSE,32,,3,,3,3,test,0039_oven03.mp3,oven03,audio/SBT-6-76/oven03/0039_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0134,SBT-6-76,SBT-6-76-36_0+1_1_20160622_050000.wav,2016-06-22 05:17:15-06:00,1038,150.3017824,99.18561323,39.76471141,FALSE,32,,3,,3,3,test,0040_oven03.mp3,oven03,audio/SBT-6-76/oven03/0040_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0145,SBT-6-76,SBT-6-76-10_0+1_0_20160622_050000.wav,2016-06-22 05:20:39-06:00,1242,150.5513514,103.361997,8.957552824,TRUE,32,,3,,3,3,test,0041_oven03.mp3,oven03,audio/SBT-6-76/oven03/0041_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0145,SBT-6-76,SBT-6-76-9_0+1_1_20160622_050000.wav,2016-06-22 05:20:39-06:00,1242,150.5513514,103.361997,36.69025725,FALSE,32,,3,,3,3,test,0042_oven03.mp3,oven03,audio/SBT-6-76/oven03/0042_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0145,SBT-6-76,SBT-6-76-15_0+1_0_20160622_050000.wav,2016-06-22 05:20:39-06:00,1242,150.5513514,103.361997,25.43780496,FALSE,32,,3,,3,3,test,0043_oven03.mp3,oven03,audio/SBT-6-76/oven03/0043_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0145,SBT-6-76,SBT-6-76-31_0+1_1_20160622_050000.wav,2016-06-22 05:20:39-06:00,1242,150.5513514,103.361997,33.32117213,FALSE,32,,3,,3,3,test,0044_oven03.mp3,oven03,audio/SBT-6-76/oven03/0044_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0145,SBT-6-76,SBT-6-76-5_0+1_0_20160622_050000.wav,2016-06-22 05:20:39-06:00,1242,150.5513514,103.361997,40.82560251,FALSE,32,,3,,3,3,test,0045_oven03.mp3,oven03,audio/SBT-6-76/oven03/0045_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0145,SBT-6-76,SBT-6-76-36_0+1_1_20160622_050000.wav,2016-06-22 05:20:39-06:00,1242,150.5513514,103.361997,42.26837098,FALSE,32,,3,,3,3,test,0046_oven03.mp3,oven03,audio/SBT-6-76/oven03/0046_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0150,SBT-6-76,SBT-6-76-34_0+1_0_20160622_050000.wav,2016-06-22 05:22:18-06:00,1339.4,263.2745242,97.08156005,25.03529615,FALSE,31,,1,,1,1,test,0047_oven01.mp3,oven01,audio/SBT-6-76/oven01/0047_oven01.mp3,5,26,21,16,26
SBT-6-76_oven_0150,SBT-6-76,SBT-6-76-29_0+1_0_20160622_050000.wav,2016-06-22 05:22:18-06:00,1339.4,263.2745242,97.08156005,54.87219646,FALSE,31,,1,,1,1,test,0048_oven01.mp3,oven01,audio/SBT-6-76/oven01/0048_oven01.mp3,5,26,21,16,26
SBT-6-76_oven_0150,SBT-6-76,SBT-6-76-40_0+1_1_20160622_050000.wav,2016-06-22 05:22:18-06:00,1339.4,263.2745242,97.08156005,55.47676971,FALSE,31,,1,,1,1,test,0049_oven01.mp3,oven01,audio/SBT-6-76/oven01/0049_oven01.mp3,5,26,21,16,27
SBT-6-76_oven_0150,SBT-6-76,SBT-6-76-35_0+1_1_20160622_050000.wav,2016-06-22 05:22:18-06:00,1339.4,263.2745242,97.08156005,53.21074794,FALSE,31,,1,,1,1,test,0050_oven01.mp3,oven01,audio/SBT-6-76/oven01/0050_oven01.mp3,5,26,21,16,27
SBT-6-76_oven_0150,SBT-6-76,SBT-6-76-33_0+1_1_20160622_050000.wav,2016-06-22 05:22:18-06:00,1339.4,263.2745242,97.08156005,13.79009127,TRUE,31,,1,,1,1,test,0051_oven01.mp3,oven01,audio/SBT-6-76/oven01/0051_oven01.mp3,5,26,21,16,27
SBT-6-76_oven_0166,SBT-6-76,SBT-6-76-31_0+1_1_20160622_050000.wav,2016-06-22 05:26:24-06:00,1584,149.2076553,103.8802992,34.44109109,FALSE,32,,3,,3,3,test,0052_oven03.mp3,oven03,audio/SBT-6-76/oven03/0052_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0166,SBT-6-76,SBT-6-76-10_0+1_0_20160622_050000.wav,2016-06-22 05:26:24-06:00,1584,149.2076553,103.8802992,7.903023381,TRUE,32,,3,,3,3,test,0053_oven03.mp3,oven03,audio/SBT-6-76/oven03/0053_oven03.mp3,5,28,22,17,26
SBT-6-76_oven_0166,SBT-6-76,SBT-6-76-26_0+1_1_20160622_050000.wav,2016-06-22 05:26:24-06:00,1584,149.2076553,103.8802992,50.45209906,FALSE,32,,3,,3,3,test,0054_oven03.mp3,oven03,audio/SBT-6-76/oven03/0054_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0166,SBT-6-76,SBT-6-76-15_0+1_0_20160622_050000.wav,2016-06-22 05:26:24-06:00,1584,149.2076553,103.8802992,25.84495158,FALSE,32,,3,,3,3,test,0055_oven03.mp3,oven03,audio/SBT-6-76/oven03/0055_oven03.mp3,5,28,22,16,28
SBT-6-76_oven_0166,SBT-6-76,SBT-6-76-5_0+1_0_20160622_050000.wav,2016-06-22 05:26:24-06:00,1584,149.2076553,103.8802992,39.94600955,FALSE,32,,3,,3,3,test,0056_oven03.mp3,oven03,audio/SBT-6-76/oven03/0056_oven03.mp3,5,28,22,18,28
SBT-6-76_oven_0166,SBT-6-76,SBT-6-76-36_0+1_1_20160622_050000.wav,2016-06-22 05:26:24-06:00,1584,149.2076553,103.8802992,43.6125242,FALSE,32,,3,,3,3,test,0057_oven03.mp3,oven03,audio/SBT-6-76/oven03/0057_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0177,SBT-6-76,SBT-6-76-10_0+1_0_20160622_053000.wav,2016-06-22 05:30:24-06:00,27,148.1755256,109.7226919,2.47173259,TRUE,32,,3,,3,3,test,0058_oven03.mp3,oven03,audio/SBT-6-76/oven03/0058_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0177,SBT-6-76,SBT-6-76-9_0+1_1_20160622_053000.wav,2016-06-22 05:30:24-06:00,27,148.1755256,109.7226919,33.05235864,FALSE,32,,3,,3,3,test,0059_oven03.mp3,oven03,audio/SBT-6-76/oven03/0059_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0177,SBT-6-76,SBT-6-76-15_0+1_0_20160622_053000.wav,2016-06-22 05:30:24-06:00,27,148.1755256,109.7226919,31.65098308,FALSE,32,,3,,3,3,test,0060_oven03.mp3,oven03,audio/SBT-6-76/oven03/0060_oven03.mp3,5,28,22,18,26
SBT-6-76_oven_0177,SBT-6-76,SBT-6-76-31_0+1_1_20160622_053000.wav,2016-06-22 05:30:24-06:00,27,148.1755256,109.7226919,34.21951171,FALSE,32,,3,,3,3,test,0061_oven03.mp3,oven03,audio/SBT-6-76/oven03/0061_oven03.mp3,5,28,22,18,26
SBT-6-76_oven_0177,SBT-6-76,SBT-6-76-5_0+1_0_20160622_053000.wav,2016-06-22 05:30:24-06:00,27,148.1755256,109.7226919,34.04780451,FALSE,32,,3,,3,3,test,0062_oven03.mp3,oven03,audio/SBT-6-76/oven03/0062_oven03.mp3,5,28,22,18,26
SBT-6-76_oven_0179,SBT-6-76,SBT-6-76-6_0+1_0_20160622_053000.wav,2016-06-22 05:30:45-06:00,46.8,17.17659687,103.6095765,21.07554904,TRUE,33,,2,,2,2,test,0063_oven02.mp3,oven02,audio/SBT-6-76/oven02/0063_oven02.mp3,5,27,21,18,26
SBT-6-76_oven_0179,SBT-6-76,SBT-6-76-1_0+1_0_20160622_053000.wav,2016-06-22 05:30:45-06:00,46.8,17.17659687,103.6095765,37.98382781,FALSE,33,,2,,2,2,test,0064_oven02.mp3,oven02,audio/SBT-6-76/oven02/0064_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0179,SBT-6-76,SBT-6-76-11_0+1_0_20160622_053000.wav,2016-06-22 05:30:45-06:00,46.8,17.17659687,103.6095765,27.34262691,FALSE,33,,2,,2,2,test,0065_oven02.mp3,oven02,audio/SBT-6-76/oven02/0065_oven02.mp3,5,25,21,16,26
SBT-6-76_oven_0179,SBT-6-76,SBT-6-76-2_0+1_1_20160622_053000.wav,2016-06-22 05:30:45-06:00,46.8,17.17659687,103.6095765,44.39757018,FALSE,33,,2,,2,2,test,0066_oven02.mp3,oven02,audio/SBT-6-76/oven02/0066_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0179,SBT-6-76,SBT-6-76-7_0+1_1_20160622_053000.wav,2016-06-22 05:30:45-06:00,46.8,17.17659687,103.6095765,22.54502015,FALSE,33,,2,,2,2,test,0067_oven02.mp3,oven02,audio/SBT-6-76/oven02/0067_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0200,SBT-6-76,SBT-6-76-36_0+1_1_20160622_053000.wav,2016-06-22 05:34:06-06:00,247,149.9793009,109.5583616,47.06140997,FALSE,32,,3,,3,3,test,0068_oven03.mp3,oven03,audio/SBT-6-76/oven03/0068_oven03.mp3,5,28,22,17,26
SBT-6-76_oven_0200,SBT-6-76,SBT-6-76-10_0+1_0_20160622_053000.wav,2016-06-22 05:34:06-06:00,247,149.9793009,109.5583616,4.131735453,TRUE,32,,3,,3,3,test,0069_oven03.mp3,oven03,audio/SBT-6-76/oven03/0069_oven03.mp3,5,28,22,17,26
SBT-6-76_oven_0200,SBT-6-76,SBT-6-76-15_0+1_0_20160622_053000.wav,2016-06-22 05:34:06-06:00,247,149.9793009,109.5583616,31.56006193,FALSE,32,,3,,3,3,test,0070_oven03.mp3,oven03,audio/SBT-6-76/oven03/0070_oven03.mp3,5,28,22,17,26
SBT-6-76_oven_0200,SBT-6-76,SBT-6-76-31_0+1_1_20160622_053000.wav,2016-06-22 05:34:06-06:00,247,149.9793009,109.5583616,32.45287,FALSE,32,,3,,3,3,test,0071_oven03.mp3,oven03,audio/SBT-6-76/oven03/0071_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0200,SBT-6-76,SBT-6-76-20_0+1_0_20160622_053000.wav,2016-06-22 05:34:06-06:00,247,149.9793009,109.5583616,57.92390325,FALSE,32,,3,,3,3,test,0072_oven03.mp3,oven03,audio/SBT-6-76/oven03/0072_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0206,SBT-6-76,SBT-6-76-36_0+1_1_20160622_053000.wav,2016-06-22 05:35:21-06:00,322.4,150.041765,109.5934944,47.04526542,FALSE,32,,3,,3,3,test,0073_oven03.mp3,oven03,audio/SBT-6-76/oven03/0073_oven03.mp3,5,28,22,17,26
SBT-6-76_oven_0206,SBT-6-76,SBT-6-76-10_0+1_0_20160622_053000.wav,2016-06-22 05:35:21-06:00,322.4,150.041765,109.5934944,4.175785055,TRUE,32,,3,,3,3,test,0074_oven03.mp3,oven03,audio/SBT-6-76/oven03/0074_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0206,SBT-6-76,SBT-6-76-15_0+1_0_20160622_053000.wav,2016-06-22 05:35:21-06:00,322.4,150.041765,109.5934944,31.59949098,FALSE,32,,3,,3,3,test,0075_oven03.mp3,oven03,audio/SBT-6-76/oven03/0075_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0206,SBT-6-76,SBT-6-76-31_0+1_1_20160622_053000.wav,2016-06-22 05:35:21-06:00,322.4,150.041765,109.5934944,32.38618774,FALSE,32,,3,,3,3,test,0076_oven03.mp3,oven03,audio/SBT-6-76/oven03/0076_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0206,SBT-6-76,SBT-6-76-20_0+1_0_20160622_053000.wav,2016-06-22 05:35:21-06:00,322.4,150.041765,109.5934944,57.96914989,FALSE,32,,3,,3,3,test,0077_oven03.mp3,oven03,audio/SBT-6-76/oven03/0077_oven03.mp3,5,28,22,16,26
SBT-6-76_oven_0212,SBT-6-76,SBT-6-76-22_0+1_1_20160622_053000.wav,2016-06-22 05:36:15-06:00,375,32.72864251,10.16793039,11.93456767,TRUE,33,,2,,2,2,test,0078_oven02.mp3,oven02,audio/SBT-6-76/oven02/0078_oven02.mp3,5,27,21,17,26
SBT-6-76_oven_0212,SBT-6-76,SBT-6-76-18_0+1_0_20160622_053000.wav,2016-06-22 05:36:15-06:00,375,32.72864251,10.16793039,51.58693616,FALSE,33,,2,,2,2,test,0079_oven02.mp3,oven02,audio/SBT-6-76/oven02/0079_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0212,SBT-6-76,SBT-6-76-23_0+1_0_20160622_053000.wav,2016-06-22 05:36:15-06:00,375,32.72864251,10.16793039,43.24575557,FALSE,33,,2,,2,2,test,0080_oven02.mp3,oven02,audio/SBT-6-76/oven02/0080_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0212,SBT-6-76,SBT-6-76-16_0+1_0_20160622_053000.wav,2016-06-22 05:36:15-06:00,375,32.72864251,10.16793039,40.21703778,FALSE,33,,2,,2,2,test,0081_oven02.mp3,oven02,audio/SBT-6-76/oven02/0081_oven02.mp3,5,27,21,16,26
SBT-6-76_oven_0212,SBT-6-76,SBT-6-76-21_0+1_0_20160622_053000.wav,2016-06-22 05:36:15-06:00,375,32.72864251,10.16793039,27.45469182,FALSE,33,,2,,2,2,test,0082_oven02.mp3,oven02,audio/SBT-6-76/oven02/0082_oven02.mp3,5,25,21,16,26
SBT-6-76_oven_0213,SBT-6-76,SBT-6-76-36_0+1_1_20160622_053000.wav,2016-06-22 05:36:21-06:00,382.4,149.9822863,109.559436,47.06018955,FALSE,32,,3,,3,3,test,0083_oven03.mp3,oven03,audio/SBT-6-76/oven03/0083_oven03.mp3,5,28,22,18,28
SBT-6-76_oven_0213,SBT-6-76,SBT-6-76-10_0+1_0_20160622_053000.wav,2016-06-22 05:36:21-06:00,382.4,149.9822863,109.559436,4.134060144,TRUE,32,,3,,3,3,test,0084_oven03.mp3,oven03,audio/SBT-6-76/oven03/0084_oven03.mp3,5,28,22,17,28
SBT-6-76_oven_0213,SBT-6-76,SBT-6-76-15_0+1_0_20160622_053000.wav,2016-06-22 05:36:21-06:00,382.4,149.9822863,109.559436,31.56134053,FALSE,32,,3,,3,3,test,0085_oven03.mp3,oven03,audio/SBT-6-76/oven03/0085_oven03.mp3,5,28,22,18,28
SBT-6-76_oven_0213,SBT-6-76,SBT-6-76-31_0+1_1_20160622_053000.wav,2016-06-22 05:36:21-06:00,382.4,149.9822863,109.559436,32.44976549,FALSE,32,,3,,3,3,test,0086_oven03.mp3,oven03,audio/SBT-6-76/oven03/0086_oven03.mp3,5,28,22,18,28
SBT-6-76_oven_0213,SBT-6-76,SBT-6-76-20_0+1_0_20160622_053000.wav,2016-06-22 05:36:21-06:00,382.4,149.9822863,109.559436,57.92546858,FALSE,32,,3,,3,3,test,0087_oven03.mp3,oven03,audio/SBT-6-76/oven03/0087_oven03.mp3,5,28,22,18,28
